"","player.name","player.name.GK","possession_team.name","play_pattern.name","shot.statsbomb_xg","shot.first_time","location.x","location.y","DistToGoal","DistToKeeper","AngleToGoal","AngleDeviation","avevelocity","DefendersInCone","InCone.GK","under_pressure","goal","shot.type.name_Free.Kick","shot.type.name_Open.Play","shot.type.name_Penalty","shot.technique.name_Half.Volley","shot.technique.name_Lob","shot.technique.name_Normal","shot.technique.name_Volley","shot.body_part.name_processed_Head","shot.body_part.name_processed_Other","shot.body_part.name_processed_Stronger.Foot","shot.body_part.name_processed_Weaker.Foot"
"216","Dennis Bergkamp","Antti Mikko Niemi","Arsenal","From Corner",0.11373226,0,116.7,47.6,0.898794935623714,0.453921032763257,3.77033062157026,5.92340607715136,-0.0796046817335623,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"217","Robert Pirès ","Antti Mikko Niemi","Arsenal","Regular Play",0.04548274,0,100.7,53.3,2.54259253976689,1.22858304574529,1.95923378122514,0.132579390314815,-0.0482564429160752,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
"218","Thierry Henry","Antti Mikko Niemi","Arsenal","From Goal Kick",0.0103733735,0,94,26.2,3.19307847919649,0.605574978676253,1.5844345185848,0.18456898417067,-0.0622574258157944,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"219","Robert Pirès ","Antti Mikko Niemi","Arsenal","From Throw In",0.3242853,1,107.5,29.3,1.78491096776961,1.46055474268982,2.29881535188406,0.402091618597145,-0.0555791574629595,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
"220","Thierry Henry","Antti Mikko Niemi","Arsenal","From Throw In",0.030690491,0,98.8,27.4,2.67524495529994,0.481210507619627,1.74122924812371,0.192151497247637,-0.0502419132336992,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"221","Thierry Henry","Antti Mikko Niemi","Arsenal","From Free Kick",0.030810686,0,88.1,50.2,3.63303035238571,0.223815414928514,1.00488697032165,1.5556847793005,-0.0438757026748553,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"222","Fredrik Ljungberg","Antti Mikko Niemi","Arsenal","From Throw In",0.110069826,1,112.8,52.2,1.53671167948301,1.14784552822836,3.36928689105374,1.05560850609399,-0.0424205738153616,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"223","Thierry Henry","Antti Mikko Niemi","Arsenal","From Free Kick",0.009911504,0,91.7,24.9,3.47958082971245,0.278393432634027,1.59151891348357,1.59015276814089,-0.0483105975064635,3,2,0,0,0,1,0,1,0,0,0,0,0,1,0
"224","Thierry Henry","Antti Mikko Niemi","Arsenal","From Goal Kick",0.021994784,0,95.1,29.5,2.93142712599608,0.436945976364589,1.29577697247533,1.28632861924693,-0.0456664903592086,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0
"225","Eduardo César Daude Gaspar","Antti Mikko Niemi","Arsenal","From Throw In",0.013832978,0,89.5,51.7,3.54365183225756,0.245947292919922,1.18938286533155,0.969484947227573,-0.040047757868771,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"226","Thierry Henry","Antti Mikko Niemi","Arsenal","Regular Play",0.0327227,0,99.5,24.9,2.7619445695503,1.52234222208767,2.06143293196806,0.474034172026947,0.0757078732878725,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"227","Thierry Henry","Paul Robinson","Arsenal","From Free Kick",0.21526471,0,112.3,29.4,1.42122307393172,2.86178065279633,3.0605578226774,0.154172959504692,-0.0638288017256499,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
"228","Robert Pirès ","Paul Robinson","Arsenal","Regular Play",0.31957105,1,113.4,30,1.29974175371891,2.06233074694125,3.20622803220554,0.316881371701982,-0.0666852819968301,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
"229","Dennis Bergkamp","Paul Robinson","Arsenal","Regular Play",0.14835924,0,100.7,43.1,2.12045404481529,1.47119351181236,0.517132317764959,0.0792368252604327,-0.0568238082920269,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"230","Thierry Henry","Paul Robinson","Arsenal","Regular Play",0.1910535,1,110.3,28.1,1.66540604667881,1.7339393169702,2.87982222699793,0.634826744529754,0.041492448793965,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
"231","Dennis Bergkamp","Paul Robinson","Arsenal","From Throw In",0.018269606,0,102.5,59.1,2.81009512893068,1.3817444997582,2.6920970404654,0.99975423111962,-0.0447268381273523,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"232","Thierry Henry","Paul Robinson","Arsenal","From Free Kick",0.25292137,0,107.8,53.1,1.94187148213847,2.11772794816114,2.665698716924,0.150759315077516,-0.044393011024981,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"233","Gilberto Aparecido da Silva","Paul Robinson","Arsenal","From Free Kick",0.0814242,1,107.3,43.3,1.42341552274629,0.137488716462752,0.825470716298289,0.554297890731797,-0.0674185659748897,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1
"234","Ray Parlour","Paul Robinson","Arsenal","From Goal Kick",0.2451209,1,107.8,41.7,1.33621417564455,2.86095486121867,0.4495651293662,0.033249847708708,-0.0714009869927332,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"235","Thierry Henry","Paul Robinson","Arsenal","From Goal Kick",0.45147735,1,111.7,32.1,1.24300452295511,1.95649873467921,2.47008098462554,1.6378385488822,-0.0711332777786961,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"236","Jérémie Aliadière","Paul Robinson","Arsenal","Regular Play",0.35611,0,113.5,43.7,0.81133755114038,0.856412347877757,1.68031650474715,1.81601669346378,-0.0735957407928278,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"237","Laureano Bisan-Etame Mayer","Paul Robinson","Arsenal","Regular Play",0.07521509,1,105.9,50.3,1.89417045411214,1.26497091137889,2.04857854100438,1.28926766255123,-0.0674981089456617,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"238","Eduardo César Daude Gaspar","Paul Robinson","Arsenal","From Corner",0.11824179,0,114.1,43.1,0.722985559423101,0.717053416841749,1.57086240079307,1.44669915343863,-0.0825540215042644,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"239","Gilberto Aparecido da Silva","Paul Robinson","Arsenal","Regular Play",0.05293875,1,101.1,47.5,2.20575410443502,1.13125729273437,1.22663301952734,1.18063981098024,-0.0728899884549611,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"240","Fredrik Ljungberg","Mark Schwarzer","Arsenal","Regular Play",0.06425695,0,104.7,52.9,2.1709089349006,1.01499828567555,2.27455747980225,0.680455940297196,-0.0614570826641241,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"241","Thierry Henry","Mark Schwarzer","Arsenal","From Counter",0.8797571,1,115.1,37.1,0.617656265326187,1.11738662492427,1.7352170274843,1.7796684192052,-0.0681394018286174,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
"242","Fredrik Ljungberg","Mark Schwarzer","Arsenal","From Corner",0.0140301585,1,98.1,52.8,2.7516788672383,0.564374015662113,1.71745647889596,0.0437671820192005,-0.0488739534426383,3,2,0,0,0,1,0,1,0,0,0,0,0,1,0
"243","Gilberto Aparecido da Silva","Mark Schwarzer","Arsenal","Regular Play",0.12615536,1,105.7,44.2,1.6167540375129,0.648532978490132,0.927598237066605,0.69576464668611,-0.0463894302871088,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0
"244","Sulzeer Jeremiah ""Sol"" Campbell","Mark Schwarzer","Arsenal","From Corner",0.063093424,0,112.4,42.4,0.864560900063867,0.307434116149902,0.993208679895508,1.64472424070829,-0.060233478558369,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"245","Thierry Henry","Mark Schwarzer","Arsenal","From Free Kick",0.016413992,0,97.5,54.4,2.89781602347111,1.03116537347063,1.84859712729807,0.279668768354685,-0.054119051480799,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"246","Laureano Bisan-Etame Mayer","Mark Schwarzer","Arsenal","Regular Play",0.02404583,0,103.6,55.5,2.44787258131316,1.10846946960543,2.45865345144261,0.597106652412906,-0.0554225592006162,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1
"247","Sylvain Wiltord","Mark Schwarzer","Arsenal","From Counter",0.33687192,1,112,37.5,0.909208548083362,0.717712170693905,0.983486956445786,1.19690515960876,-0.0727736490252178,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
"248","Thierry Henry","Mark Schwarzer","Arsenal","From Counter",0.30108938,0,107.2,51.9,1.89587810310832,2.30596081809336,2.43197734779875,0.196226497285807,-0.0632917752094044,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"249","Thierry Henry","Mark Schwarzer","Arsenal","Regular Play",0.018930528,0,90.5,42.6,3.21249617004417,0.58331522248467,0.285444454591616,0.61891804565831,-0.0472504038298344,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"250","Thierry Henry","Mark Schwarzer","Arsenal","Regular Play",0.03591606,0,105.3,43.8,1.64703971346796,0.804632083653252,0.821396199872264,0.365485242004206,-0.0729251369768489,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"251","Thierry Henry","Mark Schwarzer","Arsenal","From Free Kick",0.016555816,0,102.8,55.3,2.49717856807032,0.725570567384663,2.36062653494953,0.552549551841672,-0.0502829716042084,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0
"252","Sylvain Wiltord","Mark Schwarzer","Arsenal","From Free Kick",0.90684265,1,115.4,39.7,0.500057347715395,2.08874277096913,0.211465660266914,2.36132650852995,-0.067860749339419,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"253","Dennis Bergkamp","Brad Friedel","Arsenal","Regular Play",0.22693571,0,111.5,47.4,1.22252937702777,1.17067423679974,2.32595677480669,0.878893438252453,-0.0666836596441583,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"254","Dennis Bergkamp","Brad Friedel","Arsenal","From Throw In",0.016535418,0,88.6,39,3.40792573204814,0.283440250153258,0.103374784531459,2.3661978827698,-0.0456848354029336,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"255","Robert Pirès ","Brad Friedel","Arsenal","From Throw In",0.045735445,0,106.5,38.8,1.47022262909523,0.374009744450398,0.287871440711526,0.202456140339748,-0.0693074626980491,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"256","Patrick Vieira","Brad Friedel","Arsenal","Regular Play",0.10563295,1,104.8,36,1.70499843701245,0.935024361125994,0.835546914628078,1.33613211673702,-0.0513473904658147,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"257","Thierry Henry","Brad Friedel","Arsenal","From Free Kick",0.011518389,0,85.1,40.7,3.78663210408631,0.413610301792521,0.0651186535545219,2.27099328403156,-0.0551135990060361,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"258","Robert Pirès ","Brad Friedel","Arsenal","Regular Play",0.11785451,0,102.3,35.7,1.97590221139501,1.00517322656943,0.773843766282454,0.451498163034094,-0.067486341469358,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"259","Fredrik Ljungberg","Brad Friedel","Arsenal","Regular Play",0.05762819,0,99.6,46.6,2.32587861100102,1.48843839191151,1.01601073017373,0.94061827584422,-0.0568213356922961,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"260","Robert Pirès ","Brad Friedel","Arsenal","Regular Play",0.15126315,0,111.9,33.4,1.13342294705019,0.908362468014382,2.22004880468468,1.24095516437959,-0.0859617957701166,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"261","Thierry Henry","Brad Friedel","Arsenal","From Counter",0.29637697,0,105.7,35.7,1.61984440976732,1.90906437068056,0.948462040826254,0.0833611328808908,-0.0598384044913815,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
"262","Fredrik Ljungberg","Brad Friedel","Arsenal","From Counter",0.16160503,1,102.7,45.3,1.9627564719246,1.95432363813719,0.965287308361695,0.104267861134019,-0.0456257041473433,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"263","Fredrik Ljungberg","Brad Friedel","Arsenal","From Corner",0.01646572,0,106,56.5,2.34735750912729,1.17671386881968,2.81579837735842,0.325171027576532,-0.0258114346189755,3,3,0,0,0,1,0,0,0,1,0,0,0,1,0
"264","Thierry Henry","Brad Friedel","Arsenal","From Free Kick",0.21208495,0,116.4,35.5,0.625136394598547,0.468269694719894,2.90955037703611,0.714219139128434,-0.0880310973853588,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
"265","Thierry Henry","Brad Friedel","Arsenal","From Free Kick",0.065048434,0,97.6,29.8,2.66996138538561,0.730762551802381,1.38747097840908,4.61303085479873,-0.0611552881369405,4,4,0,0,1,0,0,0,0,1,0,0,0,1,0
"266","Thierry Henry","Brad Friedel","Arsenal","From Free Kick",0.18637274,1,104.2,33.8,1.84118276151055,0.179263354210437,1.21421384549661,0.440621997364179,-0.0489021910181907,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"267","Robert Pirès ","Brad Friedel","Arsenal","From Counter",0.56204,1,113.6,42.9,0.762205203775441,0.399664350994874,1.38146276908101,3.0314288872971,-0.0807711443808709,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"268","Thierry Henry","Jussi Jääskeläinen","Arsenal","From Throw In",0.011821863,0,92.1,25.7,3.40090901552189,0.526242440149516,1.53791733381589,1.56353673664648,-0.041746946738384,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"269","Robert Pirès ","Jussi Jääskeläinen","Arsenal","From Throw In",0.025536556,0,94.3,44.9,2.83809593804052,0.671446244785537,0.61174808387079,0.237939757168286,0.0391154054010711,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
"270","Thierry Henry","Jussi Jääskeläinen","Arsenal","Regular Play",0.015248263,0,93.2,26.3,3.26503368864843,0.593753900562189,1.5344418882117,0.26909719761212,-0.0462219943601779,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"271","Robert Pirès ","Jussi Jääskeläinen","Arsenal","Regular Play",0.05061619,0,99,30,2.52312622978855,0.443387787842172,1.44305821045694,0.380027157938194,-0.0490551873336924,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
"272","Thierry Henry","Jussi Jääskeläinen","Arsenal","Regular Play",0.021172326,0,102.7,19.6,2.9015495395791,0.591361329780389,2.8166398766488,1.88140446584398,-0.0385770885950515,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"273","Thierry Henry","Jussi Jääskeläinen","Arsenal","From Free Kick",0.091814615,0,117,30.4,1.09105025770003,1.92533299899318,4.11699134385411,0.103394583563927,-0.0172950416611197,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"274","Dennis Bergkamp","Jussi Jääskeläinen","Arsenal","Regular Play",0.48371932,1,112.8,43.8,0.883144148504593,0.374009744450398,1.57684666481485,1.72241761517282,-0.078539175472653,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
"275","Gilberto Aparecido da Silva","Jussi Jääskeläinen","Arsenal","From Throw In",0.02823421,0,98.2,46.1,2.45564789123867,0.28344025015326,0.885924591930333,1.30088996612091,-0.0485316768543574,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"276","Thierry Henry","Jussi Jääskeläinen","Arsenal","From Free Kick",0.03691512,1,97.5,28.9,2.72160074145887,0.523541434598381,1.48813025838063,1.057487635155,-0.0356071103363671,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"277","Robert Pirès ","Jussi Jääskeläinen","Arsenal","Regular Play",0.06519085,1,108,30.2,1.68066886594086,0.793394479592171,2.22365932803117,0.703305166740417,-0.0518217879919774,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1
"278","Dennis Bergkamp","Jussi Jääskeläinen","Arsenal","From Free Kick",0.029919766,0,105.4,53.5,2.15706965892105,0.504229441057369,2.42319469890194,0.446844171557139,-0.0472844841122056,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"279","Thierry Henry","Shay Given","Arsenal","Regular Play",0.1332327,1,100.2,43.5,2.18115658943728,1.26646438404941,0.568107526381871,0.205670087853897,-0.0463148371646474,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"280","Thierry Henry","Shay Given","Arsenal","From Free Kick",0.017968886,0,95,19.1,3.53479108872478,1.2608547401266,2.26096401155716,0.235792780144599,-0.0425807276446013,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"281","Gilberto Aparecido da Silva","Shay Given","Arsenal","From Free Kick",0.027060853,0,92.9,37.1,2.95652897816426,0.380275000141339,0.346154632214342,0.930549704244965,-0.0281708766056368,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"282","Thierry Henry","Shay Given","Arsenal","From Throw In",0.0568847,0,103.8,25.3,2.37298465998382,1.05158647221358,2.39273825811537,0.457516175432786,-0.0634934945409319,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"283","Thierry Henry","Shay Given","Arsenal","From Keeper",0.67490935,0,116.9,49.8,1.11500058841639,3.8429264518738,4.10568413941003,2.39455962143602,-0.0764247243854221,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"284","Thierry Henry","Shay Given","Arsenal","From Corner",0.012588938,0,89.3,32.6,3.42564510567946,0.596929077750223,0.76802941375045,0.0768455535277118,-0.0371230307636746,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"285","José Antonio Reyes Calderón","Shay Given","Arsenal","From Throw In",0.0083438745,0,93.1,55.2,3.35167912360088,0.59692907775022,1.67005924649408,0.232802916863525,-0.0403139316097188,2,3,0,0,0,1,0,0,0,1,0,0,0,1,0
"286","José Antonio Reyes Calderón","Shay Given","Arsenal","Regular Play",0.1294292,0,113.8,33.3,0.990241302955439,0.412466149388251,2.67603142774135,0.954123666337358,-0.0741753432210862,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"287","Thierry Henry","Shay Given","Arsenal","Regular Play",0.028548012,0,96.6,24.7,3.03281913824239,0.856412347877755,1.88029198616644,0.560844246974853,-0.0350844852204715,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"288","Kolo Habib Touré","Shay Given","Arsenal","From Corner",0.109583065,0,111.5,43,0.97780449794034,0.59692907775022,1.10170528664652,1.66536882368297,-0.0748982342344039,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"289","Thierry Henry","Maik Taylor","Arsenal","From Throw In",0.017209705,0,89.4,44,3.34765673131181,0.564374015662115,0.422059867085647,3.14534996708277,-0.020477094110636,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"290","Fredrik Ljungberg","Maik Taylor","Arsenal","Regular Play",0.63323927,1,109.3,41.2,1.167987685308,1.6478583339458,0.362641549138391,0.100918923503055,-0.061565053774492,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
"291","Dennis Bergkamp","Maik Taylor","Arsenal","From Free Kick",0.057945207,1,100.8,43.3,2.11331093925101,0.302787489338128,0.552689242113428,0.656423049654619,-0.0442284794383967,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"292","Thierry Henry","Maik Taylor","Arsenal","From Goal Kick",0.15224703,0,113.4,28.2,1.46665660223291,1.42152960954882,3.44456570367849,0.35329072114149,-0.037791599749698,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"293","Fredrik Ljungberg","Maik Taylor","Arsenal","Regular Play",0.063105404,0,115.8,51.1,1.28741561256624,2.41487492371473,3.92591981968457,0.0434410528394122,-0.0830867889286354,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"294","Dennis Bergkamp","Maik Taylor","Arsenal","From Counter",0.42512512,0,104.1,44.3,1.78675597369255,3.93767779960978,0.857621802394352,0.119853084028115,-0.0762840041399183,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
"295","Robert Pirès ","Maik Taylor","Arsenal","Regular Play",0.3149496,0,112.6,35.7,0.928419300837324,1.26160413379759,1.70923039822653,0.77675021745629,-0.0833016685598022,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"296","Fredrik Ljungberg","Jerzy Dudek","Arsenal","Regular Play",0.10286597,0,110.4,52.4,1.70112908883817,1.41720125076629,2.9612920582617,0.619266781520778,-0.0508674095279252,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
"297","Thierry Henry","Jerzy Dudek","Arsenal","From Corner",0.02481899,0,103.1,28.1,2.24215759005362,0.965362706302934,1.99207598578005,0.813673610025937,-0.0614675943759872,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0
"298","Thierry Henry","Jerzy Dudek","Arsenal","Regular Play",0.31033337,0,104.3,30.3,2.00193474189927,2.83706892027984,1.79702310357374,0.0836252750675077,-0.0623119836419439,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
"299","Thierry Henry","Jerzy Dudek","Arsenal","From Throw In",0.019125048,0,91.3,26.1,3.45923024580104,0.717712170693903,1.46450945580079,1.64948843306089,-0.0242590557407474,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"300","Laureano Bisan-Etame Mayer","Jerzy Dudek","Arsenal","From Kick Off",0.045333747,1,110.1,45.7,1.23921197552491,1.17067423679974,1.69627807375199,1.70317674832871,-0.0708915968188437,3,2,0,0,0,1,0,0,0,0,1,0,0,1,0
"301","Thierry Henry","Jerzy Dudek","Arsenal","From Kick Off",0.11584262,1,118.3,47.4,0.823644877370297,1.36141601963031,4.3672530170347,0.298182989878586,-0.0762986205546397,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"302","Robert Pirès ","Jerzy Dudek","Arsenal","From Goal Kick",0.17595726,1,112.7,31.6,1.20722536366496,1.22047859292184,2.77736937348565,0.00359447685733146,-0.0830448416371414,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
"303","Thierry Henry","Jerzy Dudek","Arsenal","Regular Play",0.23815484,0,112.1,30,1.38244139331725,0.922814596391703,2.9294463617033,0.384663845904326,-0.000481909059147215,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
"304","Thierry Henry","Jerzy Dudek","Arsenal","From Goal Kick",0.01528529,0,89.5,28.7,3.52834354684085,0.528929653061447,1.15209915006964,1.57675096191976,-0.0512601335689409,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"305","Thierry Henry","Jerzy Dudek","Arsenal","Regular Play",0.15411635,0,111.4,39.2,0.936935640577302,0.264464826530724,0.301185831838954,1.88713724638484,-0.0806847211919888,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"306","Thierry Henry","Jerzy Dudek","Arsenal","Regular Play",0.3064395,0,111.6,41.2,0.920463547472601,1.79737248468891,0.46074900707322,0.217926042833273,-0.0362520812008237,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"307","Thierry Henry","Jerzy Dudek","Arsenal","Regular Play",0.29256076,1,112.9,42.7,0.82400197466753,1.84716487120146,1.17996124656868,0.11021686131071,-0.0864550102651982,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
"308","Dennis Bergkamp","Jerzy Dudek","Arsenal","From Free Kick",0.033679344,0,91.5,34.5,3.14865661902305,0.556786865268049,0.619016982801182,0.797450930550932,-0.0179637326535409,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"309","Fredrik Ljungberg","Jerzy Dudek","Arsenal","From Free Kick",0.033816308,0,117.9,24.7,1.67526894366938,0.995725900164013,4.6575701320137,0.0492137499868127,-0.0705173709830304,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"310","Dennis Bergkamp","Jerzy Dudek","Arsenal","Regular Play",0.047206126,0,107.7,28.8,1.80454811998337,0.537790062631312,2.39835971762895,0.772192889789071,-0.0669733312732177,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
"311","Sylvain Wiltord","Paul Robinson","Arsenal","Regular Play",0.17805704,1,112.6,36.2,0.90238816975682,1.01126666169833,1.54040741410575,1.99938972525538,0.0215902835458909,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
"312","Robert Pirès ","Paul Robinson","Arsenal","From Free Kick",0.22699352,1,100.9,29.9,2.34377044244083,2.14698216891594,1.57943102553595,0.0584169407685031,-0.0481169427900712,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
"313","Thierry Henry","Paul Robinson","Arsenal","From Throw In",0.022239976,0,97.6,46,2.51555949642357,0.896316771052186,0.849800841218243,2.03444793342242,-0.0699071449745682,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1
"314","Thierry Henry","Paul Robinson","Arsenal","From Throw In",0.4597988,0,109,45.5,1.33409893520381,2.23413876161831,1.50549407861158,0.359439484534352,-0.0743381700200759,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
"315","Patrick Vieira","Paul Robinson","Arsenal","From Corner",0.065781906,0,112,36,0.970253771057314,0.933506874011051,1.50549407861158,2.13387294607699,-0.0794301614895137,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"316","Thierry Henry","Paul Robinson","Arsenal","From Corner",0.015691493,0,85.2,39.8,3.77508523724019,0.480227441204488,0.018661089572463,2.3339042400908,-0.0466586466489226,4,2,0,0,0,1,0,0,0,0,1,0,0,1,0
"317","Thierry Henry","Paul Robinson","Arsenal","From Counter",0.2958964,0,102.5,30.4,2.16523710657683,2.80507308337798,1.6292012557871,0.0619159291350916,-0.0660733773957501,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
"318","Sylvain Wiltord","Paul Robinson","Arsenal","From Goal Kick",0.26719236,0,104.8,36.9,1.68280300506101,1.50139944657743,0.653271259721296,0.0419249644674037,-0.0560260526373188,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
"319","Dennis Bergkamp","Paul Robinson","Arsenal","Regular Play",0.018011613,0,110.4,58.2,2.23211092297809,0.605574978676253,3.52440696148142,0.177752022929058,-0.0520602601942266,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0
"320","Thierry Henry","Paul Robinson","Arsenal","Regular Play",0.35838363,0,111.3,33.9,1.15262309391628,1.85813342572137,1.98557062727152,0.181068101945699,-0.0766208179924231,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
"321","Thierry Henry","Paul Robinson","Arsenal","From Free Kick",0.0889227,0,98,14.6,3.64517252692542,0.0614868232299816,2.78275277990032,6.42574741115023,-0.0437149568744178,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0
"322","José Antonio Reyes Calderón","Paul Robinson","Arsenal","From Counter",0.06621136,0,100.1,32.2,2.31860709510484,0.187004872225197,1.2129607744225,0.551598933106732,-0.0336436186021292,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1
"323","Sulzeer Jeremiah ""Sol"" Campbell","Paul Robinson","Arsenal","From Corner",0.10517349,0,113.9,36.5,0.762899625829075,0.122973646459961,1.69142809179565,2.77877120801348,-0.0630197420185059,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
"324","Thierry Henry","Paul Robinson","Arsenal","From Counter",0.31565174,0,107.6,32.5,1.57202820337494,0.783806278696253,1.7663054195905,1.53701444368512,-0.0766109672923392,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
"325","José Antonio Reyes Calderón","Paul Robinson","Arsenal","Regular Play",0.034700844,1,95.2,35.6,2.7322594268096,0.290032765110868,0.570159222078814,1.94321009841414,-0.0611134815439288,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
"326","José Antonio Reyes Calderón","Paul Robinson","Arsenal","From Throw In",0.42755347,0,106.7,46.4,1.60110247188331,3.24266489245066,1.45629988324524,0.264811500743702,-0.0465880660664094,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
"327","Thierry Henry","David Seaman","Arsenal","From Corner",0.016447304,1,94.8,37.2,2.75045981023111,0.3209706403901,0.359311226886159,0.478528514016887,-0.0724104468550214,5,1,0,0,0,1,0,0,0,0,1,0,0,1,0
